phase,epoch,train_loss,r_valence,r_arousal,r_dominance,mean_pearson,best_so_far
phase1,1,3.087335,-0.064247,0.027593,0.032716,-0.001313,-0.001313
phase2,1,1.119422,-0.165839,0.218743,0.217966,0.09029,0.09029
test,-,-,0.237373,-0.272558,-0.19006,-0.075082,-
