phase,epoch,train_loss,r_valence,r_arousal,r_dominance,mean_pearson,best_so_far
phase1,1,2.994379,-0.202695,0.02136,-0.018151,-0.066495,-0.066495
phase2,1,1.127202,-0.215168,0.029185,-0.007795,-0.064593,-0.064593
test,-,-,0.137546,0.019258,0.118877,0.091894,-
