phase,epoch,train_loss,r_valence,r_arousal,r_dominance,mean_pearson,best_so_far
phase1,1,4.756702,-0.148777,0.14702,0.090213,0.029486,0.029486
phase2,1,3.47289,-0.153164,0.115017,0.078771,0.013541,0.013541
test,-,-,0.08884,-0.383672,-0.489076,-0.261302,-
